,ten,loai_dien_thoai,thoi_gian_bao_hanh,danh_gia,so_luong_binh_luan,duong_dan,mau_sac,gia_moi,gia_cu,he_dieu_hanh,cpu,ram,bo_nho_trong,dung_luong_pin,thiet_ke,hang_dien_thoai,la_dien_thoai_cu,kich_thuoc_man_hinh,tan_so_quet,do_sang_man_hinh,loai_man_hinh,so_the_sim,loai_pin,cong_suat_sac,do_phan_giai_cam_sau,do_phan_giai_cam_truoc,CPU_Loai
673,Điện thoại Vivo X200 5G (Dimensity 9400),Vivo,12.0,4.9,13,https://mobilecity.vn/dien-thoai/vivo-x200-5g-cao-cap.html,Xanh,16350000.0,16950000.0,Android 15,"MediaTek Dimensity 9400 (3 nm)
8 nhân (1x3.63 GHz & 3x3.3 GHz & 4x2.4 GHz)
GPU: Immortalis-G925",16.0,512.0,5800.0,"Khung hợp kim nhôm phẳng
Mặt lưng kính cong nhẹ
Màn hình cong nhẹ kính Scratch/drop-resistant
Cảm biến vân tay quang học dưới màn hình
Kháng nước, bụi IP68/IP69",Vivo,False,6.67,120.0,4500.0,AMOLED,2,Si/C,90.0,"[50.0, 50.0, 50.0]",[32.0],MediaTek Dimensity
674,Điện thoại Vivo X200 5G (Dimensity 9400),Vivo,12.0,4.9,13,https://mobilecity.vn/dien-thoai/vivo-x200-5g-cao-cap.html,Đen,14850000.0,16950000.0,Android 15,"MediaTek Dimensity 9400 (3 nm)
8 nhân (1x3.63 GHz & 3x3.3 GHz & 4x2.4 GHz)
GPU: Immortalis-G925",12.0,256.0,5800.0,"Khung hợp kim nhôm phẳng
Mặt lưng kính cong nhẹ
Màn hình cong nhẹ kính Scratch/drop-resistant
Cảm biến vân tay quang học dưới màn hình
Kháng nước, bụi IP68/IP69",Vivo,False,6.67,120.0,4500.0,AMOLED,2,Si/C,90.0,"[50.0, 50.0, 50.0]",[32.0],MediaTek Dimensity
675,Điện thoại Vivo X200 5G (Dimensity 9400),Vivo,12.0,4.9,13,https://mobilecity.vn/dien-thoai/vivo-x200-5g-cao-cap.html,Đen,15850000.0,16950000.0,Android 15,"MediaTek Dimensity 9400 (3 nm)
8 nhân (1x3.63 GHz & 3x3.3 GHz & 4x2.4 GHz)
GPU: Immortalis-G925",12.0,512.0,5800.0,"Khung hợp kim nhôm phẳng
Mặt lưng kính cong nhẹ
Màn hình cong nhẹ kính Scratch/drop-resistant
Cảm biến vân tay quang học dưới màn hình
Kháng nước, bụi IP68/IP69",Vivo,False,6.67,120.0,4500.0,AMOLED,2,Si/C,90.0,"[50.0, 50.0, 50.0]",[32.0],MediaTek Dimensity
676,Điện thoại Vivo X200 5G (Dimensity 9400),Vivo,12.0,4.9,13,https://mobilecity.vn/dien-thoai/vivo-x200-5g-cao-cap.html,Đen,16350000.0,16950000.0,Android 15,"MediaTek Dimensity 9400 (3 nm)
8 nhân (1x3.63 GHz & 3x3.3 GHz & 4x2.4 GHz)
GPU: Immortalis-G925",16.0,512.0,5800.0,"Khung hợp kim nhôm phẳng
Mặt lưng kính cong nhẹ
Màn hình cong nhẹ kính Scratch/drop-resistant
Cảm biến vân tay quang học dưới màn hình
Kháng nước, bụi IP68/IP69",Vivo,False,6.67,120.0,4500.0,AMOLED,2,Si/C,90.0,"[50.0, 50.0, 50.0]",[32.0],MediaTek Dimensity
677,Điện thoại Samsung Galaxy S23 Ultra cũ Chính hãng,Samsung Cũ,6.0,5.0,56,https://mobilecity.vn/dien-thoai/samsung-galaxy-s23-ultra-cu-gia-re.html,Tím,14950000.0,16950000.0,Android 13,"Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm) - For Galaxy
8 nhân (1x3.36 GHz & 2x2.8 GHz & 2x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 740",8.0,256.0,5000.0,"Khung nhôm bọc thép bo cong canh bên + phẳng trên/dưới
Hai mặt kính Gorilla Glass Victus 2
Màn hình cong nhẹ + cảm biến vân tay siêu âm
Bút SPen tích hợp
Kháng nước, bụi IP68",Samsung,True,6.8,120.0,1200.0,AMOLED,2,Li-Ion,45.0,"[200.0, 10.0, 10.0, 12.0]",[12.0],Qualcomm Snapdragon
678,Điện thoại Samsung Galaxy S23 Ultra cũ Chính hãng,Samsung Cũ,6.0,5.0,56,https://mobilecity.vn/dien-thoai/samsung-galaxy-s23-ultra-cu-gia-re.html,Tím,15350000.0,16950000.0,Android 13,"Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm) - For Galaxy
8 nhân (1x3.36 GHz & 2x2.8 GHz & 2x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 740",12.0,256.0,5000.0,"Khung nhôm bọc thép bo cong canh bên + phẳng trên/dưới
Hai mặt kính Gorilla Glass Victus 2
Màn hình cong nhẹ + cảm biến vân tay siêu âm
Bút SPen tích hợp
Kháng nước, bụi IP68",Samsung,True,6.8,120.0,1200.0,AMOLED,2,Li-Ion,45.0,"[200.0, 10.0, 10.0, 12.0]",[12.0],Qualcomm Snapdragon
679,Điện thoại Samsung Galaxy S23 Ultra cũ Chính hãng,Samsung Cũ,6.0,5.0,56,https://mobilecity.vn/dien-thoai/samsung-galaxy-s23-ultra-cu-gia-re.html,Tím,15650000.0,16950000.0,Android 13,"Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm) - For Galaxy
8 nhân (1x3.36 GHz & 2x2.8 GHz & 2x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 740",12.0,512.0,5000.0,"Khung nhôm bọc thép bo cong canh bên + phẳng trên/dưới
Hai mặt kính Gorilla Glass Victus 2
Màn hình cong nhẹ + cảm biến vân tay siêu âm
Bút SPen tích hợp
Kháng nước, bụi IP68",Samsung,True,6.8,120.0,1200.0,AMOLED,2,Li-Ion,45.0,"[200.0, 10.0, 10.0, 12.0]",[12.0],Qualcomm Snapdragon
680,Điện thoại Samsung Galaxy S23 Ultra cũ Chính hãng,Samsung Cũ,6.0,5.0,56,https://mobilecity.vn/dien-thoai/samsung-galaxy-s23-ultra-cu-gia-re.html,Cam,14950000.0,16950000.0,Android 13,"Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm) - For Galaxy
8 nhân (1x3.36 GHz & 2x2.8 GHz & 2x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 740",8.0,256.0,5000.0,"Khung nhôm bọc thép bo cong canh bên + phẳng trên/dưới
Hai mặt kính Gorilla Glass Victus 2
Màn hình cong nhẹ + cảm biến vân tay siêu âm
Bút SPen tích hợp
Kháng nước, bụi IP68",Samsung,True,6.8,120.0,1200.0,AMOLED,2,Li-Ion,45.0,"[200.0, 10.0, 10.0, 12.0]",[12.0],Qualcomm Snapdragon
681,Điện thoại Samsung Galaxy S23 Ultra cũ Chính hãng,Samsung Cũ,6.0,5.0,56,https://mobilecity.vn/dien-thoai/samsung-galaxy-s23-ultra-cu-gia-re.html,Cam,15350000.0,16950000.0,Android 13,"Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm) - For Galaxy
8 nhân (1x3.36 GHz & 2x2.8 GHz & 2x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 740",12.0,256.0,5000.0,"Khung nhôm bọc thép bo cong canh bên + phẳng trên/dưới
Hai mặt kính Gorilla Glass Victus 2
Màn hình cong nhẹ + cảm biến vân tay siêu âm
Bút SPen tích hợp
Kháng nước, bụi IP68",Samsung,True,6.8,120.0,1200.0,AMOLED,2,Li-Ion,45.0,"[200.0, 10.0, 10.0, 12.0]",[12.0],Qualcomm Snapdragon
682,Điện thoại Samsung Galaxy S23 Ultra cũ Chính hãng,Samsung Cũ,6.0,5.0,56,https://mobilecity.vn/dien-thoai/samsung-galaxy-s23-ultra-cu-gia-re.html,Cam,15650000.0,16950000.0,Android 13,"Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm) - For Galaxy
8 nhân (1x3.36 GHz & 2x2.8 GHz & 2x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 740",12.0,512.0,5000.0,"Khung nhôm bọc thép bo cong canh bên + phẳng trên/dưới
Hai mặt kính Gorilla Glass Victus 2
Màn hình cong nhẹ + cảm biến vân tay siêu âm
Bút SPen tích hợp
Kháng nước, bụi IP68",Samsung,True,6.8,120.0,1200.0,AMOLED,2,Li-Ion,45.0,"[200.0, 10.0, 10.0, 12.0]",[12.0],Qualcomm Snapdragon
683,Điện thoại Samsung Galaxy S23 Ultra cũ Chính hãng,Samsung Cũ,6.0,5.0,56,https://mobilecity.vn/dien-thoai/samsung-galaxy-s23-ultra-cu-gia-re.html,Xanh,15150000.0,16950000.0,Android 13,"Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm) - For Galaxy
8 nhân (1x3.36 GHz & 2x2.8 GHz & 2x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 740",8.0,256.0,5000.0,"Khung nhôm bọc thép bo cong canh bên + phẳng trên/dưới
Hai mặt kính Gorilla Glass Victus 2
Màn hình cong nhẹ + cảm biến vân tay siêu âm
Bút SPen tích hợp
Kháng nước, bụi IP68",Samsung,True,6.8,120.0,1200.0,AMOLED,2,Li-Ion,45.0,"[200.0, 10.0, 10.0, 12.0]",[12.0],Qualcomm Snapdragon
684,Điện thoại Samsung Galaxy S23 Ultra cũ Chính hãng,Samsung Cũ,6.0,5.0,56,https://mobilecity.vn/dien-thoai/samsung-galaxy-s23-ultra-cu-gia-re.html,Xanh,15350000.0,16950000.0,Android 13,"Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm) - For Galaxy
8 nhân (1x3.36 GHz & 2x2.8 GHz & 2x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 740",12.0,256.0,5000.0,"Khung nhôm bọc thép bo cong canh bên + phẳng trên/dưới
Hai mặt kính Gorilla Glass Victus 2
Màn hình cong nhẹ + cảm biến vân tay siêu âm
Bút SPen tích hợp
Kháng nước, bụi IP68",Samsung,True,6.8,120.0,1200.0,AMOLED,2,Li-Ion,45.0,"[200.0, 10.0, 10.0, 12.0]",[12.0],Qualcomm Snapdragon
685,Điện thoại Samsung Galaxy S23 Ultra cũ Chính hãng,Samsung Cũ,6.0,5.0,56,https://mobilecity.vn/dien-thoai/samsung-galaxy-s23-ultra-cu-gia-re.html,Xanh,15850000.0,16950000.0,Android 13,"Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm) - For Galaxy
8 nhân (1x3.36 GHz & 2x2.8 GHz & 2x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 740",12.0,512.0,5000.0,"Khung nhôm bọc thép bo cong canh bên + phẳng trên/dưới
Hai mặt kính Gorilla Glass Victus 2
Màn hình cong nhẹ + cảm biến vân tay siêu âm
Bút SPen tích hợp
Kháng nước, bụi IP68",Samsung,True,6.8,120.0,1200.0,AMOLED,2,Li-Ion,45.0,"[200.0, 10.0, 10.0, 12.0]",[12.0],Qualcomm Snapdragon
686,Điện thoại Samsung Galaxy S23 Ultra cũ Chính hãng,Samsung Cũ,6.0,5.0,56,https://mobilecity.vn/dien-thoai/samsung-galaxy-s23-ultra-cu-gia-re.html,Xanh,15150000.0,16950000.0,Android 13,"Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm) - For Galaxy
8 nhân (1x3.36 GHz & 2x2.8 GHz & 2x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 740",8.0,256.0,5000.0,"Khung nhôm bọc thép bo cong canh bên + phẳng trên/dưới
Hai mặt kính Gorilla Glass Victus 2
Màn hình cong nhẹ + cảm biến vân tay siêu âm
Bút SPen tích hợp
Kháng nước, bụi IP68",Samsung,True,6.8,120.0,1200.0,AMOLED,2,Li-Ion,45.0,"[200.0, 10.0, 10.0, 12.0]",[12.0],Qualcomm Snapdragon
687,Điện thoại Samsung Galaxy S23 Ultra cũ Chính hãng,Samsung Cũ,6.0,5.0,56,https://mobilecity.vn/dien-thoai/samsung-galaxy-s23-ultra-cu-gia-re.html,Xanh,15350000.0,16950000.0,Android 13,"Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm) - For Galaxy
8 nhân (1x3.36 GHz & 2x2.8 GHz & 2x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 740",12.0,256.0,5000.0,"Khung nhôm bọc thép bo cong canh bên + phẳng trên/dưới
Hai mặt kính Gorilla Glass Victus 2
Màn hình cong nhẹ + cảm biến vân tay siêu âm
Bút SPen tích hợp
Kháng nước, bụi IP68",Samsung,True,6.8,120.0,1200.0,AMOLED,2,Li-Ion,45.0,"[200.0, 10.0, 10.0, 12.0]",[12.0],Qualcomm Snapdragon
688,Điện thoại Samsung Galaxy S23 Ultra cũ Chính hãng,Samsung Cũ,6.0,5.0,56,https://mobilecity.vn/dien-thoai/samsung-galaxy-s23-ultra-cu-gia-re.html,Xanh,15850000.0,16950000.0,Android 13,"Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm) - For Galaxy
8 nhân (1x3.36 GHz & 2x2.8 GHz & 2x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 740",12.0,512.0,5000.0,"Khung nhôm bọc thép bo cong canh bên + phẳng trên/dưới
Hai mặt kính Gorilla Glass Victus 2
Màn hình cong nhẹ + cảm biến vân tay siêu âm
Bút SPen tích hợp
Kháng nước, bụi IP68",Samsung,True,6.8,120.0,1200.0,AMOLED,2,Li-Ion,45.0,"[200.0, 10.0, 10.0, 12.0]",[12.0],Qualcomm Snapdragon
689,Điện thoại Samsung Galaxy S23 Ultra cũ Chính hãng,Samsung Cũ,6.0,5.0,56,https://mobilecity.vn/dien-thoai/samsung-galaxy-s23-ultra-cu-gia-re.html,Xanh,15150000.0,16950000.0,Android 13,"Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm) - For Galaxy
8 nhân (1x3.36 GHz & 2x2.8 GHz & 2x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 740",8.0,256.0,5000.0,"Khung nhôm bọc thép bo cong canh bên + phẳng trên/dưới
Hai mặt kính Gorilla Glass Victus 2
Màn hình cong nhẹ + cảm biến vân tay siêu âm
Bút SPen tích hợp
Kháng nước, bụi IP68",Samsung,True,6.8,120.0,1200.0,AMOLED,2,Li-Ion,45.0,"[200.0, 10.0, 10.0, 12.0]",[12.0],Qualcomm Snapdragon
690,Điện thoại Samsung Galaxy S23 Ultra cũ Chính hãng,Samsung Cũ,6.0,5.0,56,https://mobilecity.vn/dien-thoai/samsung-galaxy-s23-ultra-cu-gia-re.html,Xanh,15350000.0,16950000.0,Android 13,"Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm) - For Galaxy
8 nhân (1x3.36 GHz & 2x2.8 GHz & 2x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 740",12.0,256.0,5000.0,"Khung nhôm bọc thép bo cong canh bên + phẳng trên/dưới
Hai mặt kính Gorilla Glass Victus 2
Màn hình cong nhẹ + cảm biến vân tay siêu âm
Bút SPen tích hợp
Kháng nước, bụi IP68",Samsung,True,6.8,120.0,1200.0,AMOLED,2,Li-Ion,45.0,"[200.0, 10.0, 10.0, 12.0]",[12.0],Qualcomm Snapdragon
691,Điện thoại Samsung Galaxy S23 Ultra cũ Chính hãng,Samsung Cũ,6.0,5.0,56,https://mobilecity.vn/dien-thoai/samsung-galaxy-s23-ultra-cu-gia-re.html,Xanh,15850000.0,16950000.0,Android 13,"Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm) - For Galaxy
8 nhân (1x3.36 GHz & 2x2.8 GHz & 2x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 740",12.0,512.0,5000.0,"Khung nhôm bọc thép bo cong canh bên + phẳng trên/dưới
Hai mặt kính Gorilla Glass Victus 2
Màn hình cong nhẹ + cảm biến vân tay siêu âm
Bút SPen tích hợp
Kháng nước, bụi IP68",Samsung,True,6.8,120.0,1200.0,AMOLED,2,Li-Ion,45.0,"[200.0, 10.0, 10.0, 12.0]",[12.0],Qualcomm Snapdragon
692,Điện thoại Samsung Galaxy S23 Ultra cũ Chính hãng,Samsung Cũ,6.0,5.0,56,https://mobilecity.vn/dien-thoai/samsung-galaxy-s23-ultra-cu-gia-re.html,Xám,15150000.0,16950000.0,Android 13,"Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm) - For Galaxy
8 nhân (1x3.36 GHz & 2x2.8 GHz & 2x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 740",8.0,256.0,5000.0,"Khung nhôm bọc thép bo cong canh bên + phẳng trên/dưới
Hai mặt kính Gorilla Glass Victus 2
Màn hình cong nhẹ + cảm biến vân tay siêu âm
Bút SPen tích hợp
Kháng nước, bụi IP68",Samsung,True,6.8,120.0,1200.0,AMOLED,2,Li-Ion,45.0,"[200.0, 10.0, 10.0, 12.0]",[12.0],Qualcomm Snapdragon
693,Điện thoại Samsung Galaxy S23 Ultra cũ Chính hãng,Samsung Cũ,6.0,5.0,56,https://mobilecity.vn/dien-thoai/samsung-galaxy-s23-ultra-cu-gia-re.html,Xám,15350000.0,16950000.0,Android 13,"Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm) - For Galaxy
8 nhân (1x3.36 GHz & 2x2.8 GHz & 2x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 740",12.0,256.0,5000.0,"Khung nhôm bọc thép bo cong canh bên + phẳng trên/dưới
Hai mặt kính Gorilla Glass Victus 2
Màn hình cong nhẹ + cảm biến vân tay siêu âm
Bút SPen tích hợp
Kháng nước, bụi IP68",Samsung,True,6.8,120.0,1200.0,AMOLED,2,Li-Ion,45.0,"[200.0, 10.0, 10.0, 12.0]",[12.0],Qualcomm Snapdragon
694,Điện thoại Samsung Galaxy S23 Ultra cũ Chính hãng,Samsung Cũ,6.0,5.0,56,https://mobilecity.vn/dien-thoai/samsung-galaxy-s23-ultra-cu-gia-re.html,Xám,15850000.0,16950000.0,Android 13,"Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm) - For Galaxy
8 nhân (1x3.36 GHz & 2x2.8 GHz & 2x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 740",12.0,512.0,5000.0,"Khung nhôm bọc thép bo cong canh bên + phẳng trên/dưới
Hai mặt kính Gorilla Glass Victus 2
Màn hình cong nhẹ + cảm biến vân tay siêu âm
Bút SPen tích hợp
Kháng nước, bụi IP68",Samsung,True,6.8,120.0,1200.0,AMOLED,2,Li-Ion,45.0,"[200.0, 10.0, 10.0, 12.0]",[12.0],Qualcomm Snapdragon
695,Điện thoại Samsung Galaxy S23 Ultra cũ Chính hãng,Samsung Cũ,6.0,5.0,56,https://mobilecity.vn/dien-thoai/samsung-galaxy-s23-ultra-cu-gia-re.html,Trắng,15150000.0,16950000.0,Android 13,"Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm) - For Galaxy
8 nhân (1x3.36 GHz & 2x2.8 GHz & 2x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 740",8.0,256.0,5000.0,"Khung nhôm bọc thép bo cong canh bên + phẳng trên/dưới
Hai mặt kính Gorilla Glass Victus 2
Màn hình cong nhẹ + cảm biến vân tay siêu âm
Bút SPen tích hợp
Kháng nước, bụi IP68",Samsung,True,6.8,120.0,1200.0,AMOLED,2,Li-Ion,45.0,"[200.0, 10.0, 10.0, 12.0]",[12.0],Qualcomm Snapdragon
696,Điện thoại Samsung Galaxy S23 Ultra cũ Chính hãng,Samsung Cũ,6.0,5.0,56,https://mobilecity.vn/dien-thoai/samsung-galaxy-s23-ultra-cu-gia-re.html,Trắng,15350000.0,16950000.0,Android 13,"Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm) - For Galaxy
8 nhân (1x3.36 GHz & 2x2.8 GHz & 2x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 740",12.0,256.0,5000.0,"Khung nhôm bọc thép bo cong canh bên + phẳng trên/dưới
Hai mặt kính Gorilla Glass Victus 2
Màn hình cong nhẹ + cảm biến vân tay siêu âm
Bút SPen tích hợp
Kháng nước, bụi IP68",Samsung,True,6.8,120.0,1200.0,AMOLED,2,Li-Ion,45.0,"[200.0, 10.0, 10.0, 12.0]",[12.0],Qualcomm Snapdragon
697,Điện thoại Samsung Galaxy S23 Ultra cũ Chính hãng,Samsung Cũ,6.0,5.0,56,https://mobilecity.vn/dien-thoai/samsung-galaxy-s23-ultra-cu-gia-re.html,Trắng,15850000.0,16950000.0,Android 13,"Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm) - For Galaxy
8 nhân (1x3.36 GHz & 2x2.8 GHz & 2x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 740",12.0,512.0,5000.0,"Khung nhôm bọc thép bo cong canh bên + phẳng trên/dưới
Hai mặt kính Gorilla Glass Victus 2
Màn hình cong nhẹ + cảm biến vân tay siêu âm
Bút SPen tích hợp
Kháng nước, bụi IP68",Samsung,True,6.8,120.0,1200.0,AMOLED,2,Li-Ion,45.0,"[200.0, 10.0, 10.0, 12.0]",[12.0],Qualcomm Snapdragon
698,Điện thoại Samsung Galaxy S23 Ultra cũ Chính hãng,Samsung Cũ,6.0,5.0,56,https://mobilecity.vn/dien-thoai/samsung-galaxy-s23-ultra-cu-gia-re.html,Đen,15150000.0,16950000.0,Android 13,"Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm) - For Galaxy
8 nhân (1x3.36 GHz & 2x2.8 GHz & 2x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 740",8.0,256.0,5000.0,"Khung nhôm bọc thép bo cong canh bên + phẳng trên/dưới
Hai mặt kính Gorilla Glass Victus 2
Màn hình cong nhẹ + cảm biến vân tay siêu âm
Bút SPen tích hợp
Kháng nước, bụi IP68",Samsung,True,6.8,120.0,1200.0,AMOLED,2,Li-Ion,45.0,"[200.0, 10.0, 10.0, 12.0]",[12.0],Qualcomm Snapdragon
699,Điện thoại Samsung Galaxy S23 Ultra cũ Chính hãng,Samsung Cũ,6.0,5.0,56,https://mobilecity.vn/dien-thoai/samsung-galaxy-s23-ultra-cu-gia-re.html,Đen,15350000.0,16950000.0,Android 13,"Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm) - For Galaxy
8 nhân (1x3.36 GHz & 2x2.8 GHz & 2x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 740",12.0,256.0,5000.0,"Khung nhôm bọc thép bo cong canh bên + phẳng trên/dưới
Hai mặt kính Gorilla Glass Victus 2
Màn hình cong nhẹ + cảm biến vân tay siêu âm
Bút SPen tích hợp
Kháng nước, bụi IP68",Samsung,True,6.8,120.0,1200.0,AMOLED,2,Li-Ion,45.0,"[200.0, 10.0, 10.0, 12.0]",[12.0],Qualcomm Snapdragon
700,Điện thoại Samsung Galaxy S23 Ultra cũ Chính hãng,Samsung Cũ,6.0,5.0,56,https://mobilecity.vn/dien-thoai/samsung-galaxy-s23-ultra-cu-gia-re.html,Đen,15850000.0,16950000.0,Android 13,"Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm) - For Galaxy
8 nhân (1x3.36 GHz & 2x2.8 GHz & 2x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 740",12.0,512.0,5000.0,"Khung nhôm bọc thép bo cong canh bên + phẳng trên/dưới
Hai mặt kính Gorilla Glass Victus 2
Màn hình cong nhẹ + cảm biến vân tay siêu âm
Bút SPen tích hợp
Kháng nước, bụi IP68",Samsung,True,6.8,120.0,1200.0,AMOLED,2,Li-Ion,45.0,"[200.0, 10.0, 10.0, 12.0]",[12.0],Qualcomm Snapdragon
701,Điện thoại Xiaomi 15 5G (Snapdragon 8 Elite),Xiaomi,12.0,5.0,40,https://mobilecity.vn/dien-thoai/xiaomi-15-5g-sieu-manh.html,Tím,14950000.0,16950000.0,Android 15,"Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm)
8 nhân (2x4.32 GHz & 6x3.53 GHz)
GPU: Adreno 830",12.0,256.0,5400.0,"Khung hợp kim nhôm (6M42) phẳng
Mặt lưng kính phẳng
Màn hình phẳng + cảm biến vân tay siêu âm
Kháng nước, bụi IP68",Xiaomi,False,6.36,120.0,3200.0,OLED,2,Si/C,90.0,"[50.0, 50.0, 50.0]",[32.0],Qualcomm Snapdragon
702,Điện thoại Xiaomi 15 5G (Snapdragon 8 Elite),Xiaomi,12.0,5.0,40,https://mobilecity.vn/dien-thoai/xiaomi-15-5g-sieu-manh.html,Tím,15950000.0,16950000.0,Android 15,"Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm)
8 nhân (2x4.32 GHz & 6x3.53 GHz)
GPU: Adreno 830",12.0,512.0,5400.0,"Khung hợp kim nhôm (6M42) phẳng
Mặt lưng kính phẳng
Màn hình phẳng + cảm biến vân tay siêu âm
Kháng nước, bụi IP68",Xiaomi,False,6.36,120.0,3200.0,OLED,2,Si/C,90.0,"[50.0, 50.0, 50.0]",[32.0],Qualcomm Snapdragon
703,Điện thoại Xiaomi 15 5G (Snapdragon 8 Elite),Xiaomi,12.0,5.0,40,https://mobilecity.vn/dien-thoai/xiaomi-15-5g-sieu-manh.html,Tím,16750000.0,16950000.0,Android 15,"Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm)
8 nhân (2x4.32 GHz & 6x3.53 GHz)
GPU: Adreno 830",16.0,512.0,5400.0,"Khung hợp kim nhôm (6M42) phẳng
Mặt lưng kính phẳng
Màn hình phẳng + cảm biến vân tay siêu âm
Kháng nước, bụi IP68",Xiaomi,False,6.36,120.0,3200.0,OLED,2,Si/C,90.0,"[50.0, 50.0, 50.0]",[32.0],Qualcomm Snapdragon
704,Điện thoại Xiaomi 15 5G (Snapdragon 8 Elite),Xiaomi,12.0,5.0,40,https://mobilecity.vn/dien-thoai/xiaomi-15-5g-sieu-manh.html,Xám,14950000.0,16950000.0,Android 15,"Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm)
8 nhân (2x4.32 GHz & 6x3.53 GHz)
GPU: Adreno 830",12.0,256.0,5400.0,"Khung hợp kim nhôm (6M42) phẳng
Mặt lưng kính phẳng
Màn hình phẳng + cảm biến vân tay siêu âm
Kháng nước, bụi IP68",Xiaomi,False,6.36,120.0,3200.0,OLED,2,Si/C,90.0,"[50.0, 50.0, 50.0]",[32.0],Qualcomm Snapdragon
705,Điện thoại Xiaomi 15 5G (Snapdragon 8 Elite),Xiaomi,12.0,5.0,40,https://mobilecity.vn/dien-thoai/xiaomi-15-5g-sieu-manh.html,Xám,15950000.0,16950000.0,Android 15,"Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm)
8 nhân (2x4.32 GHz & 6x3.53 GHz)
GPU: Adreno 830",12.0,512.0,5400.0,"Khung hợp kim nhôm (6M42) phẳng
Mặt lưng kính phẳng
Màn hình phẳng + cảm biến vân tay siêu âm
Kháng nước, bụi IP68",Xiaomi,False,6.36,120.0,3200.0,OLED,2,Si/C,90.0,"[50.0, 50.0, 50.0]",[32.0],Qualcomm Snapdragon
706,Điện thoại Xiaomi 15 5G (Snapdragon 8 Elite),Xiaomi,12.0,5.0,40,https://mobilecity.vn/dien-thoai/xiaomi-15-5g-sieu-manh.html,Xám,16750000.0,16950000.0,Android 15,"Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm)
8 nhân (2x4.32 GHz & 6x3.53 GHz)
GPU: Adreno 830",16.0,512.0,5400.0,"Khung hợp kim nhôm (6M42) phẳng
Mặt lưng kính phẳng
Màn hình phẳng + cảm biến vân tay siêu âm
Kháng nước, bụi IP68",Xiaomi,False,6.36,120.0,3200.0,OLED,2,Si/C,90.0,"[50.0, 50.0, 50.0]",[32.0],Qualcomm Snapdragon
